100 0
172 128 0
12 256 0
20 147 0
49 163 0
142 234 0
253 207 0
18 94 0
209 294 0
125 111 0
231 99 0
123 125 0
235 191 0
206 287 0
36 203 0
180 273 0
17 65 0
126 74 0
163 103 0
212 185 0
23 231 0
14 178 0
181 207 0
56 285 0
79 259 0
2 146 0
62 165 0
76 170 0
48 274 0
197 95 0
50 183 0
97 240 0
176 276 0
189 191 0
85 266 0
41 88 0
80 251 0
40 248 0
54 68 0
131 139 0
246 258 0
224 73 0
151 233 0
46 223 0
244 177 0
65 158 0
57 217 0
195 66 0
248 142 0
70 144 0
102 167 0
251 268 0
141 245 0
105 268 0
187 172 0
127 256 0
28 91 0
114 118 0
45 205 0
29 67 0
149 96 0
128 269 0
121 235 0
201 256 0
202 83 0
74 112 0
59 154 0
207 252 0
116 186 0
133 193 0
155 260 0
152 134 0
162 242 0
129 233 0
35 110 0
96 80 0
90 148 0
66 204 0
34 283 0
107 228 0
24 217 0
120 287 0
43 256 0
124 161 0
247 111 0
254 231 0
25 105 0
5 149 0
227 156 0
1 227 0
218 186 0
88 256 0
237 226 0
208 189 0
157 247 0
232 182 0
211 84 0
47 285 0
210 280 0
108 149 0
53 120 0
