100 0
217 157 0
216 122 0
138 263 0
147 229 0
131 280 0
128 296 0
114 243 0
51 255 0
135 144 0
155 290 0
69 218 0
167 119 0
9 196 0
31 62 0
214 286 0
58 179 0
82 198 0
54 118 0
39 145 0
127 256 0
117 239 0
12 205 0
204 69 0
97 151 0
75 131 0
207 87 0
60 97 0
121 209 0
181 214 0
56 169 0
200 279 0
194 124 0
198 112 0
100 206 0
205 212 0
175 158 0
94 205 0
191 108 0
203 120 0
122 265 0
119 200 0
0 279 0
92 135 0
2 176 0
241 105 0
252 276 0
250 63 0
156 249 0
161 108 0
153 96 0
99 203 0
213 291 0
142 164 0
247 98 0
110 118 0
33 154 0
233 143 0
242 239 0
192 148 0
3 233 0
253 108 0
125 77 0
85 206 0
141 208 0
254 91 0
4 154 0
27 61 0
93 262 0
107 84 0
183 125 0
18 169 0
169 240 0
193 234 0
6 268 0
133 113 0
118 242 0
185 273 0
24 240 0
130 126 0
59 245 0
113 270 0
28 262 0
104 243 0
86 282 0
14 78 0
102 216 0
237 184 0
244 238 0
139 74 0
231 108 0
187 104 0
196 127 0
74 265 0
222 107 0
111 231 0
11 238 0
47 230 0
162 180 0
174 120 0
50 101 0
