100 0
230 83 0
86 278 0
9 287 0
82 173 0
161 163 0
38 91 0
162 234 0
79 75 0
136 236 0
168 61 0
37 112 0
120 151 0
198 259 0
155 231 0
99 78 0
121 230 0
177 264 0
226 287 0
212 147 0
233 124 0
68 211 0
47 121 0
205 149 0
85 298 0
159 141 0
192 170 0
201 273 0
69 232 0
165 275 0
64 240 0
193 193 0
66 132 0
42 262 0
108 96 0
75 163 0
89 233 0
114 86 0
61 111 0
245 215 0
252 228 0
249 112 0
222 261 0
93 249 0
123 163 0
145 149 0
220 127 0
13 112 0
5 111 0
48 253 0
118 132 0
110 70 0
217 139 0
80 92 0
50 187 0
72 234 0
71 205 0
22 180 0
104 283 0
141 162 0
97 109 0
171 107 0
107 98 0
169 100 0
146 251 0
208 191 0
81 74 0
24 247 0
158 294 0
76 183 0
15 169 0
213 69 0
65 106 0
129 187 0
138 296 0
223 292 0
29 90 0
70 119 0
235 86 0
215 182 0
119 143 0
67 60 0
56 93 0
52 285 0
116 271 0
196 119 0
204 246 0
111 67 0
137 129 0
243 102 0
115 297 0
247 265 0
28 176 0
106 248 0
241 72 0
157 94 0
153 286 0
197 133 0
105 220 0
152 99 0
36 251 0
