50 0
58 277 0
216 203 0
137 258 0
111 245 0
10 103 0
29 78 0
42 115 0
190 245 0
249 93 0
132 290 0
41 139 0
153 232 0
11 134 0
127 183 0
0 295 0
53 128 0
128 293 0
90 233 0
38 85 0
26 217 0
93 272 0
196 213 0
24 63 0
63 213 0
171 182 0
32 91 0
28 146 0
39 216 0
212 292 0
170 149 0
229 132 0
180 292 0
146 74 0
73 119 0
154 261 0
227 200 0
150 217 0
80 200 0
136 181 0
6 228 0
70 96 0
206 208 0
85 151 0
145 193 0
198 296 0
141 130 0
120 244 0
78 238 0
200 172 0
233 188 0
