50 0
105 241 0
246 161 0
228 155 0
184 270 0
77 65 0
37 191 0
232 147 0
234 162 0
212 83 0
135 167 0
201 293 0
26 270 0
42 299 0
50 88 0
187 134 0
194 224 0
209 289 0
180 235 0
4 280 0
181 165 0
239 211 0
60 92 0
166 284 0
86 250 0
24 116 0
27 200 0
240 181 0
229 99 0
33 89 0
125 103 0
115 127 0
170 160 0
243 165 0
152 156 0
217 240 0
21 268 0
34 275 0
162 187 0
230 109 0
112 151 0
18 100 0
231 202 0
210 96 0
106 279 0
97 90 0
44 299 0
104 105 0
63 299 0
46 69 0
40 201 0
