100 0
246 104 0
155 288 0
106 220 0
37 79 0
91 98 0
34 89 0
68 207 0
24 200 0
54 79 0
72 148 0
177 264 0
6 259 0
115 152 0
111 120 0
228 188 0
161 230 0
7 157 0
8 133 0
166 80 0
130 282 0
65 205 0
1 80 0
15 147 0
50 70 0
164 262 0
3 267 0
39 79 0
152 190 0
27 270 0
148 296 0
131 284 0
245 71 0
149 145 0
216 271 0
22 262 0
93 239 0
156 107 0
124 190 0
51 256 0
180 123 0
238 136 0
211 273 0
233 296 0
220 257 0
88 266 0
185 66 0
144 93 0
202 103 0
142 252 0
222 194 0
66 238 0
167 251 0
186 117 0
117 281 0
249 149 0
32 100 0
173 126 0
254 107 0
235 181 0
176 233 0
200 263 0
23 188 0
73 271 0
112 177 0
109 199 0
210 261 0
234 283 0
175 170 0
121 131 0
122 278 0
184 293 0
168 270 0
26 113 0
84 174 0
201 86 0
212 67 0
118 253 0
82 122 0
198 245 0
17 114 0
81 268 0
96 202 0
248 157 0
252 299 0
30 143 0
63 186 0
204 225 0
187 214 0
136 266 0
21 224 0
12 61 0
85 189 0
49 278 0
18 257 0
60 126 0
78 280 0
217 291 0
209 153 0
154 85 0
242 265 0
