50 0
120 243 0
150 64 0
121 204 0
100 94 0
235 166 0
109 210 0
197 165 0
61 155 0
122 263 0
203 87 0
149 92 0
4 131 0
44 119 0
249 60 0
63 218 0
177 108 0
59 88 0
75 220 0
219 259 0
188 231 0
20 226 0
67 287 0
201 108 0
12 186 0
39 245 0
91 259 0
102 298 0
146 160 0
60 255 0
48 174 0
226 76 0
135 207 0
204 176 0
14 194 0
25 60 0
223 91 0
227 188 0
193 98 0
205 274 0
251 169 0
18 64 0
176 116 0
198 154 0
229 70 0
89 89 0
194 152 0
218 279 0
134 121 0
180 162 0
71 184 0
