100 0
35 187 0
199 103 0
147 264 0
41 83 0
195 92 0
64 67 0
7 88 0
189 190 0
202 262 0
144 258 0
172 291 0
145 271 0
12 226 0
113 153 0
26 291 0
207 150 0
62 139 0
165 260 0
117 205 0
219 115 0
135 178 0
162 275 0
23 86 0
222 265 0
92 112 0
18 264 0
183 197 0
122 175 0
47 285 0
154 190 0
60 171 0
114 73 0
25 113 0
235 124 0
137 224 0
238 87 0
151 298 0
227 154 0
139 96 0
104 125 0
3 286 0
140 148 0
31 278 0
177 179 0
186 113 0
245 108 0
76 183 0
248 189 0
126 152 0
81 100 0
40 147 0
217 61 0
2 63 0
237 157 0
108 264 0
163 71 0
75 200 0
250 234 0
191 279 0
93 278 0
37 133 0
96 216 0
123 235 0
143 253 0
106 264 0
1 194 0
181 263 0
211 225 0
6 280 0
13 207 0
138 143 0
105 101 0
50 231 0
242 63 0
198 89 0
89 277 0
176 179 0
120 119 0
116 229 0
157 216 0
43 89 0
148 281 0
190 220 0
241 240 0
112 240 0
52 280 0
231 293 0
101 195 0
88 149 0
153 90 0
152 126 0
196 63 0
30 243 0
142 286 0
239 184 0
48 185 0
95 262 0
252 208 0
79 275 0
9 135 0
