50 0
102 208 0
205 255 0
97 173 0
106 192 0
65 62 0
29 176 0
54 217 0
133 69 0
217 232 0
254 139 0
170 156 0
63 121 0
236 262 0
86 231 0
64 120 0
11 120 0
70 178 0
89 260 0
53 200 0
98 205 0
163 269 0
91 228 0
36 281 0
75 102 0
115 254 0
230 253 0
149 170 0
129 102 0
199 220 0
4 220 0
50 224 0
43 201 0
82 79 0
168 156 0
108 285 0
232 173 0
85 289 0
68 87 0
19 194 0
20 208 0
239 299 0
101 284 0
188 290 0
76 228 0
113 237 0
3 177 0
42 265 0
14 266 0
138 190 0
131 203 0
