100 0
238 109 0
84 272 0
86 85 0
79 207 0
54 71 0
118 282 0
197 108 0
155 214 0
10 104 0
217 252 0
65 246 0
231 105 0
53 139 0
85 150 0
46 193 0
82 208 0
1 239 0
70 297 0
9 279 0
215 186 0
160 189 0
26 253 0
109 215 0
107 154 0
69 106 0
14 77 0
106 264 0
97 285 0
170 159 0
162 166 0
239 75 0
146 79 0
242 72 0
15 145 0
6 193 0
193 63 0
62 89 0
149 92 0
131 173 0
123 256 0
27 183 0
101 207 0
230 90 0
240 145 0
141 134 0
161 77 0
172 64 0
136 239 0
188 175 0
120 186 0
237 163 0
180 184 0
208 165 0
37 125 0
245 253 0
102 132 0
67 232 0
247 102 0
24 222 0
30 144 0
128 281 0
64 97 0
138 273 0
31 155 0
203 79 0
25 219 0
164 224 0
223 85 0
135 105 0
7 84 0
130 74 0
38 244 0
114 213 0
157 102 0
148 84 0
56 296 0
59 273 0
90 70 0
99 126 0
137 114 0
34 224 0
68 200 0
41 248 0
171 241 0
216 159 0
95 263 0
156 196 0
96 205 0
122 280 0
244 165 0
36 93 0
8 295 0
226 183 0
21 144 0
142 137 0
91 144 0
192 75 0
218 279 0
204 107 0
236 121 0
