50 0
222 156 0
49 202 0
36 100 0
165 200 0
154 163 0
105 140 0
35 88 0
112 241 0
196 284 0
74 148 0
30 161 0
48 189 0
113 140 0
37 118 0
1 277 0
204 65 0
130 87 0
111 196 0
66 194 0
64 206 0
218 216 0
230 252 0
175 294 0
3 231 0
241 147 0
17 292 0
13 69 0
86 248 0
219 297 0
169 152 0
15 279 0
194 85 0
119 252 0
142 211 0
82 96 0
88 193 0
59 227 0
87 188 0
4 260 0
206 113 0
103 255 0
157 195 0
57 122 0
242 208 0
54 271 0
178 93 0
18 240 0
102 132 0
134 290 0
68 188 0
