50 0
49 291 0
181 278 0
55 205 0
143 114 0
204 128 0
50 240 0
214 69 0
222 284 0
254 162 0
142 155 0
242 177 0
35 76 0
134 275 0
123 199 0
136 278 0
69 281 0
195 287 0
223 62 0
72 273 0
140 151 0
234 295 0
114 252 0
250 224 0
135 222 0
85 263 0
124 129 0
16 260 0
95 234 0
39 278 0
108 212 0
150 165 0
83 132 0
61 127 0
253 282 0
138 199 0
128 97 0
141 222 0
152 167 0
158 92 0
130 266 0
62 124 0
74 277 0
84 203 0
167 188 0
31 127 0
3 291 0
166 191 0
66 144 0
20 60 0
98 63 0
