# INSTANCE: InstancesTDTSP/NewTWinstances/inst_50_5_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 300
# EXTRACTION TIME: 16.915
* 0.013 50570 -1

* 0.143 50358
* 0.174 49967
* 0.253 48310
* 0.507 47911
* 0.559 26103
* 0.574 25764
* 0.589 25689
* 0.607 25678
* 0.627 25591
* 0.636 25573
* 0.669 25537
* 0.715 25409
* 0.733 25346
* 0.748 24970
* 0.755 24968
* 0.77 24937
* 0.778 24834
* 0.843 24687
* 0.923 24658
* 1.005 24645
* 6.292 24620
* 6.45 24548
* 12.962 24298
* 13.036 24183
* 13.095 24114
* 13.397 24028
* 13.517 24018
* 14.118 23885
* 19.71 23876
* 19.773 23867
* 20.601 23689
* 20.655 23671
* 21.617 23668
* 21.695 23620
* 21.741 23592
* 21.758 23590
* 22.21 23570
* 22.259 23516
* 22.353 23408
* 22.43 23384
* 22.775 23374
* 23.242 23334
* 23.556 22930
* 23.767 22825
* 23.8 22778
* 24.361 22702
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 22702
# NUMBER OF BRANCHES: 2457325
# END TIME: 316.917
## Solution: 
50
175 0
169 393
172 580
173 814
195 1102
212 1587
192 1972
147 2271
154 2422
145 2720
194 4099
106 4877
17 5628
138 6653
139 7159
69 8557
128 8912
85 9276
74 9630
81 9781
80 9966
24 10419
40 10842
127 11200
43 11539
229 11790
38 12078
61 12561
242 12848
243 13079
39 13278
58 13571
56 13927
125 14384
234 15180
105 15731
93 16441
253 16856
245 17489
217 17937
152 18581
141 18845
163 19122
160 19274
225 20142
7 20648
112 20849
184 21740
182 22183
11 22282
# BEST TD SOLUTION: 22702
