# INSTANCE: InstancesTDTSP/NewTWinstances/inst_50_13_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 300
# EXTRACTION TIME: 14.75
* 0.013 48734 -1

* 0.266 47678
* 0.754 30056
* 0.761 30011
* 0.776 29594
* 0.795 28627
* 0.882 28588
* 0.887 28381
* 0.919 27517
* 0.937 26845
* 1.006 26555
* 1.022 26363
* 8.229 26283
* 9.501 26151
* 15.964 25650
* 16.021 25649
* 16.253 25440
* 16.71 25429
* 16.885 25276
* 16.967 25230
* 17.048 25229
* 17.089 25226
* 19.661 25094
* 25.121 25080
* 25.132 25049
* 25.217 24952
* 25.263 24950
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 24950
# NUMBER OF BRANCHES: 1972699
# END TIME: 314.753
## Solution: 
50
193 0
161 838
144 1340
191 1730
166 1957
157 2252
79 2582
81 2755
44 3420
52 3720
43 4099
61 4544
230 4632
243 4805
254 5680
116 5799
30 6304
218 6534
119 7120
118 7637
27 8052
235 8713
72 9060
78 9238
76 9681
211 9943
68 10524
222 10891
226 11337
223 12365
9 13334
2 13653
3 14146
247 14687
96 16200
104 16879
89 17277
102 17943
93 18133
124 18800
36 19226
228 19820
35 20240
103 20745
99 21527
97 21916
134 22259
87 22557
219 23324
71 24483
# BEST TD SOLUTION: 24950
