50 0
83 284 0
129 239 0
216 289 0
180 182 0
163 232 0
104 274 0
58 82 0
225 233 0
185 116 0
221 195 0
96 162 0
148 66 0
243 252 0
125 174 0
47 237 0
60 223 0
56 108 0
5 219 0
173 203 0
127 88 0
48 72 0
106 274 0
204 226 0
0 201 0
247 236 0
54 144 0
44 61 0
72 261 0
9 159 0
46 107 0
34 125 0
109 281 0
73 189 0
250 275 0
161 221 0
51 223 0
177 150 0
135 282 0
183 122 0
236 133 0
146 97 0
82 117 0
94 130 0
217 253 0
134 69 0
62 83 0
208 220 0
140 70 0
107 297 0
138 253 0
