50 0
45 286 0
27 252 0
190 289 0
221 226 0
180 226 0
184 246 0
107 254 0
115 192 0
19 78 0
23 137 0
252 295 0
230 110 0
68 87 0
153 158 0
141 100 0
213 213 0
110 217 0
28 152 0
11 264 0
39 74 0
86 224 0
145 253 0
156 263 0
218 293 0
119 182 0
219 69 0
36 278 0
208 197 0
233 126 0
113 257 0
80 115 0
224 259 0
4 208 0
35 141 0
87 276 0
72 260 0
122 247 0
209 201 0
101 212 0
43 115 0
150 71 0
131 84 0
189 235 0
188 238 0
217 147 0
182 122 0
52 285 0
241 239 0
63 174 0
231 257 0
