50 0
62 178 0
235 135 0
150 183 0
167 256 0
168 205 0
75 299 0
240 287 0
63 134 0
16 73 0
174 134 0
176 189 0
155 258 0
42 167 0
0 267 0
161 231 0
236 142 0
44 294 0
123 216 0
205 272 0
51 66 0
27 236 0
228 221 0
45 233 0
131 298 0
66 88 0
254 142 0
157 296 0
144 87 0
25 198 0
110 151 0
120 104 0
93 117 0
24 210 0
127 144 0
115 161 0
124 253 0
80 160 0
191 258 0
149 169 0
140 236 0
108 107 0
97 185 0
87 139 0
29 228 0
96 77 0
234 74 0
113 232 0
106 177 0
159 63 0
17 150 0
