100 0
230 202 0
164 194 0
38 277 0
118 94 0
34 189 0
71 160 0
26 166 0
80 202 0
56 137 0
48 73 0
54 149 0
187 167 0
13 156 0
121 161 0
102 186 0
22 259 0
243 92 0
129 197 0
112 123 0
173 183 0
170 92 0
242 66 0
81 196 0
79 174 0
65 203 0
31 164 0
212 60 0
16 168 0
214 157 0
147 146 0
61 85 0
97 106 0
217 223 0
196 88 0
193 116 0
37 152 0
93 213 0
228 228 0
181 242 0
64 197 0
105 294 0
166 293 0
33 242 0
215 250 0
185 74 0
14 225 0
70 244 0
69 118 0
149 98 0
40 263 0
17 105 0
225 85 0
246 90 0
197 292 0
175 136 0
89 259 0
131 171 0
100 297 0
122 161 0
41 131 0
143 275 0
51 172 0
180 79 0
248 203 0
78 89 0
95 110 0
55 131 0
52 290 0
87 267 0
19 286 0
235 255 0
159 110 0
135 298 0
59 156 0
194 160 0
174 103 0
115 281 0
58 208 0
199 177 0
84 144 0
113 114 0
153 124 0
12 267 0
171 71 0
127 202 0
205 159 0
144 145 0
203 202 0
247 150 0
186 108 0
177 75 0
8 140 0
207 174 0
132 122 0
236 273 0
172 248 0
77 256 0
126 285 0
150 202 0
21 70 0
