50 0
6 120 0
225 282 0
164 248 0
162 193 0
125 125 0
154 98 0
229 200 0
84 133 0
90 181 0
182 142 0
50 279 0
119 273 0
41 100 0
148 225 0
70 296 0
12 122 0
126 96 0
132 188 0
152 253 0
113 129 0
11 291 0
9 223 0
76 210 0
123 249 0
65 97 0
133 238 0
68 138 0
236 158 0
20 218 0
241 279 0
51 254 0
163 196 0
181 210 0
222 275 0
22 130 0
54 110 0
106 255 0
19 204 0
80 282 0
111 225 0
85 83 0
189 206 0
157 110 0
248 232 0
96 90 0
240 240 0
21 154 0
144 137 0
139 134 0
199 85 0
