50 0
15 239 0
151 122 0
237 119 0
97 67 0
7 74 0
19 243 0
109 122 0
52 96 0
243 153 0
196 111 0
51 155 0
90 204 0
30 96 0
9 161 0
45 86 0
193 77 0
202 165 0
163 196 0
18 259 0
197 92 0
5 195 0
124 264 0
222 187 0
29 113 0
72 289 0
1 140 0
103 280 0
186 219 0
144 79 0
31 268 0
176 124 0
215 180 0
26 273 0
181 221 0
73 213 0
58 181 0
165 79 0
94 102 0
177 191 0
251 246 0
63 123 0
64 242 0
61 235 0
247 248 0
88 68 0
101 115 0
66 79 0
2 150 0
127 251 0
95 201 0
