50 0
76 150 0
37 165 0
223 85 0
193 114 0
50 192 0
54 193 0
143 251 0
237 182 0
200 124 0
1 184 0
82 159 0
125 167 0
208 98 0
108 172 0
19 242 0
126 242 0
227 220 0
234 143 0
136 175 0
194 193 0
11 218 0
202 276 0
167 259 0
159 209 0
53 229 0
113 95 0
105 61 0
236 278 0
90 196 0
111 142 0
230 274 0
21 237 0
133 172 0
73 252 0
168 179 0
187 146 0
184 154 0
238 132 0
104 99 0
251 132 0
135 198 0
166 195 0
155 260 0
131 214 0
8 256 0
183 241 0
81 242 0
3 71 0
79 286 0
62 177 0
