50 0
201 137 0
76 248 0
71 154 0
231 279 0
91 250 0
27 191 0
241 242 0
130 196 0
152 90 0
52 169 0
15 171 0
29 230 0
206 204 0
174 246 0
238 194 0
92 181 0
0 184 0
178 101 0
28 110 0
155 297 0
234 73 0
205 178 0
9 247 0
89 249 0
192 163 0
136 144 0
223 264 0
173 118 0
165 105 0
68 136 0
202 84 0
153 185 0
194 254 0
35 64 0
158 167 0
59 90 0
118 122 0
51 255 0
160 287 0
16 195 0
125 63 0
60 192 0
22 155 0
75 212 0
18 253 0
209 198 0
141 130 0
107 264 0
115 99 0
227 223 0
