100 0
165 116 0
61 275 0
83 99 0
60 238 0
103 165 0
119 293 0
18 280 0
75 283 0
122 271 0
214 156 0
220 72 0
31 155 0
254 142 0
216 287 0
71 191 0
225 299 0
166 191 0
59 267 0
120 160 0
148 274 0
98 268 0
155 190 0
132 250 0
212 228 0
69 136 0
162 289 0
51 121 0
253 185 0
221 238 0
105 133 0
136 112 0
57 269 0
37 101 0
48 225 0
65 214 0
123 186 0
14 135 0
224 90 0
43 287 0
79 83 0
189 226 0
125 261 0
167 77 0
218 113 0
47 142 0
102 121 0
11 230 0
199 244 0
156 240 0
158 137 0
109 199 0
241 290 0
53 270 0
209 160 0
177 217 0
240 196 0
172 276 0
190 221 0
129 131 0
97 273 0
227 135 0
62 193 0
169 256 0
139 298 0
248 232 0
153 135 0
111 83 0
198 73 0
80 123 0
0 228 0
46 136 0
33 212 0
91 121 0
85 175 0
197 125 0
107 118 0
63 291 0
78 226 0
206 241 0
13 239 0
26 296 0
204 161 0
39 251 0
152 218 0
150 200 0
207 187 0
42 206 0
228 64 0
175 169 0
183 287 0
135 107 0
205 60 0
186 202 0
108 193 0
58 120 0
147 207 0
182 151 0
161 157 0
160 176 0
233 116 0
