100 0
223 222 0
208 151 0
171 286 0
86 244 0
125 78 0
61 282 0
100 106 0
192 160 0
92 107 0
27 147 0
126 140 0
98 159 0
195 240 0
57 98 0
172 120 0
230 71 0
102 153 0
99 97 0
168 186 0
235 221 0
26 120 0
108 284 0
225 210 0
194 90 0
254 232 0
189 275 0
67 144 0
207 297 0
121 255 0
143 221 0
185 237 0
111 66 0
0 73 0
58 96 0
155 106 0
76 204 0
69 274 0
1 142 0
127 236 0
141 270 0
203 100 0
116 97 0
236 297 0
238 263 0
65 83 0
137 299 0
64 156 0
95 78 0
75 197 0
2 231 0
70 175 0
148 204 0
113 214 0
56 228 0
243 281 0
81 298 0
219 202 0
167 211 0
17 134 0
34 197 0
122 228 0
105 79 0
198 103 0
39 185 0
93 103 0
132 157 0
107 89 0
50 252 0
104 155 0
146 84 0
202 170 0
211 186 0
179 243 0
217 190 0
251 281 0
221 130 0
140 236 0
3 207 0
54 110 0
71 174 0
173 248 0
204 294 0
84 74 0
123 200 0
239 92 0
248 98 0
114 111 0
120 76 0
201 151 0
59 70 0
160 115 0
23 249 0
166 100 0
66 288 0
90 258 0
135 268 0
218 241 0
139 71 0
106 178 0
55 190 0
