nbJobs = 15;
nbMchs = 10;

Ops = {
 <1,1,0>,
 <2,1,1>,
 <3,1,2>,
 <4,1,3>,
 <5,1,4>,
 <6,1,5>,
 <7,1,6>,
 <8,1,7>,
 <9,1,8>,
 <10,1,9>,
 <11,2,0>,
 <12,2,1>,
 <13,2,2>,
 <14,2,3>,
 <15,2,4>,
 <16,2,5>,
 <17,2,6>,
 <18,2,7>,
 <19,2,8>,
 <20,2,9>,
 <21,3,0>,
 <22,3,1>,
 <23,3,2>,
 <24,3,3>,
 <25,3,4>,
 <26,3,5>,
 <27,3,6>,
 <28,3,7>,
 <29,3,8>,
 <30,3,9>,
 <31,4,0>,
 <32,4,1>,
 <33,4,2>,
 <34,4,3>,
 <35,4,4>,
 <36,4,5>,
 <37,4,6>,
 <38,4,7>,
 <39,4,8>,
 <40,4,9>,
 <41,5,0>,
 <42,5,1>,
 <43,5,2>,
 <44,5,3>,
 <45,5,4>,
 <46,5,5>,
 <47,5,6>,
 <48,5,7>,
 <49,5,8>,
 <50,5,9>,
 <51,6,0>,
 <52,6,1>,
 <53,6,2>,
 <54,6,3>,
 <55,6,4>,
 <56,6,5>,
 <57,6,6>,
 <58,6,7>,
 <59,6,8>,
 <60,6,9>,
 <61,7,0>,
 <62,7,1>,
 <63,7,2>,
 <64,7,3>,
 <65,7,4>,
 <66,7,5>,
 <67,7,6>,
 <68,7,7>,
 <69,7,8>,
 <70,7,9>,
 <71,8,0>,
 <72,8,1>,
 <73,8,2>,
 <74,8,3>,
 <75,8,4>,
 <76,8,5>,
 <77,8,6>,
 <78,8,7>,
 <79,8,8>,
 <80,8,9>,
 <81,9,0>,
 <82,9,1>,
 <83,9,2>,
 <84,9,3>,
 <85,9,4>,
 <86,9,5>,
 <87,9,6>,
 <88,9,7>,
 <89,9,8>,
 <90,9,9>,
 <91,10,0>,
 <92,10,1>,
 <93,10,2>,
 <94,10,3>,
 <95,10,4>,
 <96,10,5>,
 <97,10,6>,
 <98,10,7>,
 <99,10,8>,
 <100,10,9>,
