nbJobs = 20;
nbMchs = 10;

Ops = {
 <1,1,0>,
 <2,1,1>,
 <3,1,2>,
 <4,1,3>,
 <5,1,4>,
 <6,1,5>,
 <7,1,6>,
 <8,1,7>,
 <9,1,8>,
 <10,1,9>,
 <11,1,10>,
 <12,1,11>,
 <13,1,12>,
 <14,1,13>,
 <15,1,14>,
 <16,2,0>,
 <17,2,1>,
 <18,2,2>,
 <19,2,3>,
 <20,2,4>,
 <21,2,5>,
 <22,2,6>,
 <23,2,7>,
 <24,2,8>,
 <25,2,9>,
 <26,2,10>,
 <27,2,11>,
 <28,2,12>,
 <29,2,13>,
 <30,2,14>,
 <31,2,15>,
 <32,2,16>,
 <33,2,17>,
 <34,2,18>,
 <35,2,19>,
 <36,3,0>,
 <37,3,1>,
 <38,3,2>,
 <39,3,3>,
 <40,3,4>,
 <41,3,5>,
 <42,3,6>,
 <43,3,7>,
 <44,3,8>,
 <45,3,9>,
 <46,3,10>,
 <47,3,11>,
 <48,3,12>,
 <49,3,13>,
 <50,3,14>,
 <51,3,15>,
 <52,3,16>,
 <53,3,17>,
 <54,3,18>,
 <55,3,19>,
 <56,3,20>,
 <57,3,21>,
 <58,3,22>,
 <59,4,0>,
 <60,4,1>,
 <61,4,2>,
 <62,4,3>,
 <63,4,4>,
 <64,4,5>,
 <65,4,6>,
 <66,4,7>,
 <67,4,8>,
 <68,4,9>,
 <69,4,10>,
 <70,4,11>,
 <71,4,12>,
 <72,4,13>,
 <73,4,14>,
 <74,4,15>,
 <75,4,16>,
 <76,4,17>,
 <77,5,0>,
 <78,5,1>,
 <79,5,2>,
 <80,5,3>,
 <81,5,4>,
 <82,5,5>,
 <83,5,6>,
 <84,5,7>,
 <85,5,8>,
 <86,5,9>,
 <87,5,10>,
 <88,5,11>,
 <89,5,12>,
 <90,5,13>,
 <91,5,14>,
 <92,5,15>,
 <93,5,16>,
 <94,5,17>,
 <95,5,18>,
 <96,5,19>,
 <97,5,20>,
 <98,6,0>,
 <99,6,1>,
 <100,6,2>,
