ILOG_CSV_FORMAT,1,,,

ILOG_DATA_SCHEMA,,0.9,,

RESOURCE|NAMES,RESOURCE_ID,NAME,CAPACITY,TIME_ORIGIN
RESOURCE|KEYS,1,0,0,0
RESOURCE|TYPES,int,string,int,int
RESOURCE,0,,1,0

ACTIVITY|NAMES,ACTIVITY_ID,NAME,SETUP_TYPE,
ACTIVITY|KEYS,1,0,0,
ACTIVITY|TYPES,int,string,int,
ACTIVITY,0,,-1,
ACTIVITY,1,,-1,
ACTIVITY,2,,-1,
ACTIVITY,3,,-1,
ACTIVITY,4,,-1
ACTIVITY,5,,-1
ACTIVITY,6,,-1
ACTIVITY,7,,-1
ACTIVITY,8,,-1
ACTIVITY,9,,-1
ACTIVITY,10,,-1
ACTIVITY,11,,-1
ACTIVITY,12,,-1
ACTIVITY,13,,-1
ACTIVITY,14,,-1
ACTIVITY,15,,-1
ACTIVITY,16,,-1
ACTIVITY,17,,-1
ACTIVITY,18,,-1
ACTIVITY,19,,-1
ACTIVITY,20,,-1
ACTIVITY,21,,-1
ACTIVITY,22,,-1
ACTIVITY,23,,-1
ACTIVITY,24,,-1
ACTIVITY,25,,-1
ACTIVITY,26,,-1
ACTIVITY,27,,-1
ACTIVITY,28,,-1
ACTIVITY,29,,-1
ACTIVITY,30,,-1
ACTIVITY,31,,-1
ACTIVITY,32,,-1
ACTIVITY,33,,-1
ACTIVITY,34,,-1
ACTIVITY,35,,-1
ACTIVITY,36,,-1
ACTIVITY,37,,-1
ACTIVITY,38,,-1
ACTIVITY,39,,-1
ACTIVITY,40,,-1
ACTIVITY,41,,-1
ACTIVITY,42,,-1
ACTIVITY,43,,-1
ACTIVITY,44,,-1
ACTIVITY,45,,-1
ACTIVITY,46,,-1
ACTIVITY,47,,-1
ACTIVITY,48,,-1
ACTIVITY,49,,-1
ACTIVITY,50,,-1
ACTIVITY,51,,-1
ACTIVITY,52,,-1
ACTIVITY,53,,-1
ACTIVITY,54,,-1
ACTIVITY,55,,-1
ACTIVITY,56,,-1
ACTIVITY,57,,-1
ACTIVITY,58,,-1
ACTIVITY,59,,-1
ACTIVITY,60,,-1
ACTIVITY,61,,-1
ACTIVITY,62,,-1
ACTIVITY,63,,-1
ACTIVITY,64,,-1
ACTIVITY,65,,-1
ACTIVITY,66,,-1
ACTIVITY,67,,-1
ACTIVITY,68,,-1
ACTIVITY,69,,-1
ACTIVITY,70,,-1
ACTIVITY,71,,-1
ACTIVITY,72,,-1
ACTIVITY,73,,-1
ACTIVITY,74,,-1
ACTIVITY,75,,-1
ACTIVITY,76,,-1
ACTIVITY,77,,-1
ACTIVITY,78,,-1
ACTIVITY,79,,-1
ACTIVITY,80,,-1
ACTIVITY,81,,-1
ACTIVITY,82,,-1
ACTIVITY,83,,-1
ACTIVITY,84,,-1
ACTIVITY,85,,-1
ACTIVITY,86,,-1
ACTIVITY,87,,-1
ACTIVITY,88,,-1
ACTIVITY,89,,-1
ACTIVITY,90,,-1
ACTIVITY,91,,-1
ACTIVITY,92,,-1
ACTIVITY,93,,-1
ACTIVITY,94,,-1
ACTIVITY,95,,-1
ACTIVITY,96,,-1
ACTIVITY,97,,-1
ACTIVITY,98,,-1
ACTIVITY,99,,-1
ACTIVITY,100,,-1
ACTIVITY,101,,-1
ACTIVITY,102,,-1
ACTIVITY,103,,-1
ACTIVITY,104,,-1
ACTIVITY,105,,-1
ACTIVITY,106,,-1
ACTIVITY,107,,-1
ACTIVITY,108,,-1
ACTIVITY,109,,-1
ACTIVITY,110,,-1
ACTIVITY,111,,-1
ACTIVITY,112,,-1
ACTIVITY,113,,-1
ACTIVITY,114,,-1
ACTIVITY,115,,-1
ACTIVITY,116,,-1
ACTIVITY,117,,-1
ACTIVITY,118,,-1
ACTIVITY,119,,-1
ACTIVITY,120,,-1
ACTIVITY,121,,-1
ACTIVITY,122,,-1
ACTIVITY,123,,-1
ACTIVITY,124,,-1
ACTIVITY,125,,-1
ACTIVITY,126,,-1
ACTIVITY,127,,-1
ACTIVITY,128,,-1
ACTIVITY,129,,-1
ACTIVITY,130,,-1
ACTIVITY,131,,-1
ACTIVITY,132,,-1
ACTIVITY,133,,-1
ACTIVITY,134,,-1
ACTIVITY,135,,-1
ACTIVITY,136,,-1
ACTIVITY,137,,-1
ACTIVITY,138,,-1
ACTIVITY,139,,-1
ACTIVITY,140,,-1
ACTIVITY,141,,-1
ACTIVITY,142,,-1
ACTIVITY,143,,-1
ACTIVITY,144,,-1
ACTIVITY,145,,-1
ACTIVITY,146,,-1
ACTIVITY,147,,-1
ACTIVITY,148,,-1
ACTIVITY,149,,-1
ACTIVITY,150,,-1
ACTIVITY,151,,-1
ACTIVITY,152,,-1
ACTIVITY,153,,-1
ACTIVITY,154,,-1
ACTIVITY,155,,-1
ACTIVITY,156,,-1
ACTIVITY,157,,-1
ACTIVITY,158,,-1
ACTIVITY,159,,-1
ACTIVITY,160,,-1
ACTIVITY,161,,-1
ACTIVITY,162,,-1
ACTIVITY,163,,-1
ACTIVITY,164,,-1
ACTIVITY,165,,-1
