ILOG_CSV_FORMAT,1,,

ILOG_DATA_SCHEMA,,0.9,

RESOURCE|NAMES,RESOURCE_ID,CAPACITY,TIME_ORIGIN
RESOURCE|KEYS,1,0,0
RESOURCE|TYPES,int,int,int
RESOURCE,0,1,0
RESOURCE,1,1,150
RESOURCE,2,1,0
RESOURCE,3,1,0
RESOURCE,4,1,0
RESOURCE,5,1,0
RESOURCE,6,1,300
RESOURCE,7,1,0
RESOURCE,8,1,0
RESOURCE,9,1,0

ACTIVITY|NAMES,ACTIVITY_ID,,
ACTIVITY|KEYS,1,,
ACTIVITY|TYPES,int,,
ACTIVITY,0,,
ACTIVITY,1,,
ACTIVITY,2,,
ACTIVITY,3,,
ACTIVITY,4,,
ACTIVITY,5,,
ACTIVITY,6,,
ACTIVITY,7,,
ACTIVITY,8,,
ACTIVITY,9,,
ACTIVITY,10,,
ACTIVITY,11
ACTIVITY,12
ACTIVITY,13
ACTIVITY,14
ACTIVITY,15
ACTIVITY,16
ACTIVITY,17
ACTIVITY,18
ACTIVITY,19
ACTIVITY,20
ACTIVITY,21
ACTIVITY,22
ACTIVITY,23
ACTIVITY,24
ACTIVITY,25
ACTIVITY,26
ACTIVITY,27
ACTIVITY,28
ACTIVITY,29
ACTIVITY,30
ACTIVITY,31
ACTIVITY,32
ACTIVITY,33
ACTIVITY,34
ACTIVITY,35
ACTIVITY,36
ACTIVITY,37
ACTIVITY,38
ACTIVITY,39
ACTIVITY,40
ACTIVITY,41
ACTIVITY,42
ACTIVITY,43
ACTIVITY,44
ACTIVITY,45
ACTIVITY,46
ACTIVITY,47
ACTIVITY,48
ACTIVITY,49
ACTIVITY,50
ACTIVITY,51
ACTIVITY,52
ACTIVITY,53
ACTIVITY,54
ACTIVITY,55
ACTIVITY,56
ACTIVITY,57
ACTIVITY,58
ACTIVITY,59
ACTIVITY,60
ACTIVITY,61
ACTIVITY,62
ACTIVITY,63
ACTIVITY,64
ACTIVITY,65
ACTIVITY,66
ACTIVITY,67
ACTIVITY,68
ACTIVITY,69
ACTIVITY,70
ACTIVITY,71
ACTIVITY,72
ACTIVITY,73
ACTIVITY,74
ACTIVITY,75
ACTIVITY,76
ACTIVITY,77
ACTIVITY,78
ACTIVITY,79
ACTIVITY,80
ACTIVITY,81
ACTIVITY,82
ACTIVITY,83
ACTIVITY,84
ACTIVITY,85
ACTIVITY,86
ACTIVITY,87
ACTIVITY,88
ACTIVITY,89
ACTIVITY,90
ACTIVITY,91
ACTIVITY,92
ACTIVITY,93
ACTIVITY,94
ACTIVITY,95
ACTIVITY,96
ACTIVITY,97
ACTIVITY,98
ACTIVITY,99
ACTIVITY,100
ACTIVITY,101
ACTIVITY,102
ACTIVITY,103
ACTIVITY,104
ACTIVITY,105
ACTIVITY,106
ACTIVITY,107
ACTIVITY,108
ACTIVITY,109
ACTIVITY,110
ACTIVITY,111
ACTIVITY,112
ACTIVITY,113
ACTIVITY,114
ACTIVITY,115
ACTIVITY,116
ACTIVITY,117
ACTIVITY,118
ACTIVITY,119
ACTIVITY,120
ACTIVITY,121
ACTIVITY,122
ACTIVITY,123
ACTIVITY,124
ACTIVITY,125
ACTIVITY,126
ACTIVITY,127
ACTIVITY,128
ACTIVITY,129
ACTIVITY,130
ACTIVITY,131
ACTIVITY,132
ACTIVITY,133
ACTIVITY,134
ACTIVITY,135
ACTIVITY,136
