50	5	3	5	127290781.179406	4892.598
32551	1483	123075	113716	23345	
69371	29043	69587	26595	24803	
63076	37825	84024	45706	50898	
55458	41982	80370	1963	65882	
38061	1369	16311	67685	11843	
80902	18264	30509	27299	87782	
61019	84489	25206	54639	86496	
28211	64012	17236	64051	41728	
15142	73195	95371	12168	30517	
100853	10692	22546	70104	36256	
41069	115298	94990	113635	28580	
68297	61500	19291	46500	23419	
21784	66588	116394	79697	17241	
46765	11294	61784	45644	26357	
19632	10162	54048	63198	3471	
59534	19511	97377	83454	18568	
36722	28727	57692	14177	27737	
80310	27236	47333	15777	18808	
59134	58509	78874	119216	76238	
105262	55382	50197	1810	41559	
15443	49904	103979	29147	22913	
63392	7716	78558	72979	71824	
10371	6512	10902	68973	41107	
63482	21279	92795	51766	82206	
44696	65036	8503	22282	63197	
59096	44601	44007	32206	31023	
1987	77381	16414	15402	74043	
33719	98944	61582	47020	16621	
14675	46775	26881	107655	105754	
101628	95724	109372	35804	34503	
57853	44217	150264	5770	72488	
58485	43231	17952	90249	104324	
52447	471	9960	59328	18513	
53494	85860	72029	14116	66489	
21801	81193	82323	88766	20639	
11653	94894	61140	59582	129659	
1028	9047	447	32130	68197	
15781	81498	67617	71388	104958	
20423	19443	66510	22665	65211	
636	26401	82272	103859	12796	
60097	28775	45282	99055	48933	
5776	15909	3845	7118	30955	
28870	60619	29243	14730	47479	
20877	115709	89699	5593	33766	
62471	59998	104668	32923	1581	
88090	68394	4697	48208	66029	
50152	22405	8201	81100	85845	
57394	63295	13758	40169	35741	
14402	74786	61792	31040	40843	
54184	12827	72396	83041	30920	
1544	69601	678052	72258	1400528	63415	2489991	54154	3251840	56190	3813885	69240	4477552	53868	5022108	88766	5506226	81719	6195717	61392	7033835	31856	7788648	56046	8649780	63189	9380423	33034	10180971	72217	10836830	71175	11669773	89244	12607225	72860	13414738	77029	14061786	76039	15137814	66342	15851837	84898	16402696	71697	17156864	55582	17836232	90052	18440501	70239	19075233	72946	19745315	48795	20528041	52739	21123235	68692	21842051	66297	22594721	65837	23008715	63442	23704557	92276	24486052	44723	25291899	69940	26113166	73647	27136876	78199	27872571	53081	28449183	58953	29276578	60846	30008670	94042	31054518	79236	31790652	61564	32417634	69503	33180338	56965	33941516	64987	34640843	69403	35527288	84379	36285883	84464	37131760	85340	37636260	71941	38420930	66878	39021453	66857	39947089	86676	40468475	48455	40997767	65958	41643082	63515	42216411	66885	42837922	73663	43394795	74246	44129803	64701	45040445	77514	45942313	66189	46633388	92781	47285621	54976	48233594	53428	48676033	77131	49646425	90416	50409687	49304	51078934	74952	51742849	73117	52711586	69725	53322372	56236	54068826	91020	54793754	62551	55524365	54988	56157334	86860	56970100	52796	57595092	79431	58223723	74926	59000072	71991	59626900	76748	60517213	73652	61423992	53975	62197462	69484	63304471	96116	64024461	76349	64809050	55535	65478391	68576	
