50	5	3	5	127290781.179406	4892.598
29358	1356	121734	89268	30200	
73009	24059	44056	30035	18584	
64319	32974	110240	27032	35020	
58003	66097	110106	1392	96699	
52055	1551	17329	67625	9716	
119947	15796	25397	40495	49071	
88039	136262	21355	65916	70142	
31633	73119	14101	70022	34220	
13881	99238	91638	11227	25894	
85461	12752	18228	71714	21340	
41362	74139	64091	50049	36827	
89932	63844	18166	33522	25853	
25056	52714	92856	61156	25653	
46110	12941	84614	47272	21304	
23138	13999	75180	40598	3553	
57350	29668	70905	102313	27700	
28879	20317	60437	13184	32795	
70149	31974	47344	12084	14285	
51431	40074	74666	112047	70535	
115723	48517	76894	1834	39357	
11290	42273	86844	32866	25245	
71943	5431	72262	37810	86471	
17768	10411	6885	61415	48877	
88862	21987	126400	47439	95733	
46510	76086	8512	35015	52817	
59535	42542	51021	79273	29134	
2269	96043	17529	22684	68257	
39131	98106	52770	54411	11533	
98258	54450	53742	73728	112807	
89054	100647	89831	43868	70892	
64166	52260	80411	5163	68824	
99407	47459	15418	98693	103180	
24897	430	10253	54999	25476	
98067	53019	100313	12397	71415	
23773	58812	103348	61745	45998	
14104	96626	72831	105216	96615	
792	11787	271	32430	82122	
27304	63037	76886	67581	136905	
22610	19868	116629	17071	54887	
638	31609	76865	97611	18498	
66713	23773	36325	109360	53544	
3243	16962	3386	11865	39685	
32389	61926	21284	14465	77180	
37061	109081	94074	6933	18603	
98495	57438	129476	38904	1820	
87725	78375	6092	28047	43142	
56808	22259	10677	68989	86090	
25469	64670	10474	54993	90552	
11206	85107	108803	29499	56878	
71547	23945	120189	71860	38471	
