ILOG_CSV_FORMAT,1.1

GENERAL|NAMES,date,time,hostName,CPU,MHz,memory,search,comment,timeLimit,commandLine
GENERAL|KEYS,0,0,0,0,0,0,0,0,0,0
GENERAL,,,,,,,SchedulerLNS,,1.#INF,-search SchedulerLNS -result ResultCompleteSturyCumulativeJobShop.csv -numberOfRuns 10 -scenarii c:\ilog\scheduler-papers\mista-2007\scenarii\CumulativeJobShop\CompleteStudyScenario.csv

RESULT|NAMES, modeler, instance, modelParams, time, numberOfSolutions, acceptable, lb, ub, completion, objectiveSense, runId
RESULT|KEYS, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0

RESULT, CumulativeJobShop, la01, 2, 5.33768, 3, 0, 413, 666, 100, -1, 0
RESULT, CumulativeJobShop, la01, 2, 5.33768, 3, 0, 413, 666, 100, -1, 1
RESULT, CumulativeJobShop, la01, 2, 5.1474, 2, 0, 413, 666, 100, -1, 2
RESULT, CumulativeJobShop, la01, 2, 5.06729, 2, 0, 413, 666, 100, -1, 3
RESULT, CumulativeJobShop, la01, 2, 5.09733, 2, 0, 413, 666, 100, -1, 4
RESULT, CumulativeJobShop, la01, 2, 5.19747, 2, 0, 413, 666, 100, -1, 5
RESULT, CumulativeJobShop, la01, 2, 5.24755, 2, 0, 413, 666, 100, -1, 6
RESULT, CumulativeJobShop, la01, 2, 5.03724, 2, 0, 413, 666, 100, -1, 7
RESULT, CumulativeJobShop, la01, 2, 5.05727, 2, 0, 413, 666, 100, -1, 8
RESULT, CumulativeJobShop, la01, 2, 5.2175, 3, 0, 413, 666, 100, -1, 9
RESULT, CumulativeJobShop, la01, 3, 5.32766, 3, 0, 413, 666, 100, -1, 0
RESULT, CumulativeJobShop, la01, 3, 5.34769, 3, 0, 413, 666, 100, -1, 1
RESULT, CumulativeJobShop, la01, 3, 5.05727, 2, 0, 413, 666, 100, -1, 2
RESULT, CumulativeJobShop, la01, 3, 5.32766, 2, 0, 413, 666, 100, -1, 3
RESULT, CumulativeJobShop, la01, 3, 5.18746, 2, 0, 413, 666, 100, -1, 4
RESULT, CumulativeJobShop, la01, 3, 5.64812, 3, 0, 413, 667, 100, -1, 5
RESULT, CumulativeJobShop, la01, 3, 5.1474, 2, 0, 413, 666, 100, -1, 6
RESULT, CumulativeJobShop, la01, 3, 5.4278, 2, 0, 413, 666, 100, -1, 7
RESULT, CumulativeJobShop, la01, 3, 5.3577, 2, 0, 413, 666, 100, -1, 8
