Field|NAMES,ModelName,InstanceName,Parameters,TimeLimit,CostLimit
Field|KEYS,1,1,1,0,0

CumulativeJobShop,la01,2,10,-1,
CumulativeJobShop,la01,3,10,-1,
CumulativeJobShop,la02,2,30,-1,
CumulativeJobShop,la02,3,64,-1,
CumulativeJobShop,la03,2,25,-1,
CumulativeJobShop,la03,3,58,-1,
CumulativeJobShop,la04,2,21,-1,
CumulativeJobShop,la04,3,45,-1,
CumulativeJobShop,la05,2,10,-1,
CumulativeJobShop,la05,3,10,-1,
CumulativeJobShop,la06,2,10,-1,
CumulativeJobShop,la06,3,10,-1,
CumulativeJobShop,la07,2,10,-1,
CumulativeJobShop,la07,3,58,-1
CumulativeJobShop,la08,2,10,-1
CumulativeJobShop,la08,3,33,-1
CumulativeJobShop,la09,2,10,-1
CumulativeJobShop,la09,3,10,-1
CumulativeJobShop,la10,2,10,-1
CumulativeJobShop,la10,3,10,-1

CumulativeJobShop,la11,2,10,-1
CumulativeJobShop,la11,3,10,-1
CumulativeJobShop,la12,2,10,-1
CumulativeJobShop,la12,3,56,-1
CumulativeJobShop,la13,2,10,-1
CumulativeJobShop,la13,3,18,-1
CumulativeJobShop,la14,2,10,-1
CumulativeJobShop,la14,3,10,-1
CumulativeJobShop,la15,2,15,-1
CumulativeJobShop,la15,3,78,-1
CumulativeJobShop,la16,2,76,-1
CumulativeJobShop,la16,3,152,-1
CumulativeJobShop,la17,2,73,-1
CumulativeJobShop,la17,3,129,-1
CumulativeJobShop,la18,2,76,-1
CumulativeJobShop,la18,3,163,-1
CumulativeJobShop,la19,2,71,-1
CumulativeJobShop,la19,3,160,-1
CumulativeJobShop,la20,2,78,-1
CumulativeJobShop,la20,3,167,-1

CumulativeJobShop,la21,2,335,-1
CumulativeJobShop,la21,3,790,-1
CumulativeJobShop,la22,2,155,-1
CumulativeJobShop,la22,3,487,-1
CumulativeJobShop,la23,2,56,-1
CumulativeJobShop,la23,3,234,-1
CumulativeJobShop,la24,2,277,-1
CumulativeJobShop,la24,3,683,-1
CumulativeJobShop,la25,2,231,-1
CumulativeJobShop,la25,3,828,-1
CumulativeJobShop,la26,2,386,-1
CumulativeJobShop,la26,3,1015,-1
CumulativeJobShop,la27,2,650,-1
CumulativeJobShop,la27,3,1304,-1
CumulativeJobShop,la28,2,437,-1
CumulativeJobShop,la28,3,754,-1
CumulativeJobShop,la29,2,959,-1
CumulativeJobShop,la29,3,1226,-1
CumulativeJobShop,la30,2,213,-1
CumulativeJobShop,la30,3,599,-1

CumulativeJobShop,la31,2,91,-1
CumulativeJobShop,la31,3,348,-1
CumulativeJobShop,la32,2,10,-1
CumulativeJobShop,la32,3,10,-1
CumulativeJobShop,la33,2,107,-1
CumulativeJobShop,la33,3,766,-1
CumulativeJobShop,la34,2,328,-1
CumulativeJobShop,la34,3,1147,-1
CumulativeJobShop,la35,2,396,-1
CumulativeJobShop,la35,3,1447,-1
CumulativeJobShop,la36,2,414,-1
CumulativeJobShop,la36,3,1049,-1
CumulativeJobShop,la37,2,401,-1
CumulativeJobShop,la37,3,1115,-1
CumulativeJobShop,la38,2,711,-1
CumulativeJobShop,la38,3,2109,-1
CumulativeJobShop,la39,2,490,-1
CumulativeJobShop,la39,3,1206,-1
CumulativeJobShop,la40,2,561,-1
CumulativeJobShop,la40,3,1297,-1

CumulativeJobShop,ft06,2,10,-1
CumulativeJobShop,ft06,3,20,-1
CumulativeJobShop,ft10,2,104,-1
CumulativeJobShop,ft10,3,292,-1
CumulativeJobShop,ft20,2,102,-1
CumulativeJobShop,ft20,3,259,-1



