ILOG_CSV_FORMAT,1.1,,,,,,,,,,

BESTSOFAR|NAMES,modeler,instance,modelParams,lb,lbMethod,lbDate,lbComment,ub,ubMethod,ubDate,ubComment
BESTSOFAR|KEYS,1,1,1,0,0,0,0,0,0,0,0

BESTSOFAR,CumulativeJobShop,la01,2,666,Nuijten,1994,,666,,,,
BESTSOFAR,CumulativeJobShop,la01,3,666,Nuijten,1994,,666,,,,
BESTSOFAR,CumulativeJobShop,la02,2,655,Nuijten,1994,,655,,,,
BESTSOFAR,CumulativeJobShop,la02,3,655,Nuijten,1994,,655,,,,
BESTSOFAR,CumulativeJobShop,la03,2,593,Nuijten,1994,,593,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la03,3,590,Nuijten,1994,,592,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la04,2,572,Nuijten,1994,,576,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la04,3,570,Nuijten,1994,,573,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la05,2,593,Nuijten,1994,,593,,,,
BESTSOFAR,CumulativeJobShop,la05,3,593,Nuijten,1994,,593,,,,
BESTSOFAR,CumulativeJobShop,la06,2,926,Nuijten,1994,,926,,,,
BESTSOFAR,CumulativeJobShop,la06,3,926,Nuijten,1994,,926,,,,
BESTSOFAR,CumulativeJobShop,la07,2,890,Nuijten,1994,,890,,,,
BESTSOFAR,CumulativeJobShop,la07,3,890,Nuijten,1994,,890,,,,
BESTSOFAR,CumulativeJobShop,la08,2,863,Nuijten,1994,,863,,,,
BESTSOFAR,CumulativeJobShop,la08,3,863,Nuijten,1994,,863,,,,
BESTSOFAR,CumulativeJobShop,la09,2,951,Nuijten,1994,,951,,,,
BESTSOFAR,CumulativeJobShop,la09,3,951,Nuijten,1994,,951,,,,

BESTSOFAR,CumulativeJobShop,la10,2,958,Nuijten,1994,,958,,,,
BESTSOFAR,CumulativeJobShop,la10,3,958,Nuijten,1994,,958,,,,
BESTSOFAR,CumulativeJobShop,la11,2,1222,Nuijten,2004,,1222,,,,
BESTSOFAR,CumulativeJobShop,la11,3,1222,Nuijten,2004,,1222,,,,
BESTSOFAR,CumulativeJobShop,la12,2,1039,Nuijten,2004,,1039,,,,
BESTSOFAR,CumulativeJobShop,la12,3,1039,Nuijten,2004,,1039,,,,
BESTSOFAR,CumulativeJobShop,la13,2,1150,Nuijten,2004,,1150,,,,
BESTSOFAR,CumulativeJobShop,la13,3,1150,Nuijten,2004,,1150,,,,
BESTSOFAR,CumulativeJobShop,la14,2,1292,Nuijten,2004,,1292,,,,
BESTSOFAR,CumulativeJobShop,la14,3,1292,Nuijten,2004,,1292,,,,
BESTSOFAR,CumulativeJobShop,la15,2,1207,Nuijten,2004,,1207,,,,
BESTSOFAR,CumulativeJobShop,la15,3,1207,Nuijten,2004,,1207,,,,
BESTSOFAR,CumulativeJobShop,la16,2,892,Nuijten,2004,,925,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la16,3,887,Nuijten,2004,,918,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la17,2,754,Nuijten,2004,,755,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la17,3,753,Nuijten,2004,,755,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la18,2,803,Nuijten,2004,,811,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la18,3,783,Nuijten,2004,,808,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la19,2,756,Nuijten,2004,,795,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la19,3,740,Nuijten,2004,,787,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la20,2,849,Nuijten,2004,,859,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la20,3,842,Nuijten,2004,,854,Godard,2005,,

BESTSOFAR,CumulativeJobShop,la21,2,1017,Nuijten,2004,,1034,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la21,3,1012,Nuijten,2004,,1027,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la22,2,913,Nuijten,2004,,926,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la22,3,913,Nuijten,2004,,928,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la23,2,1032,Nuijten,2004,,1032,,,,
BESTSOFAR,CumulativeJobShop,la23,3,1032,Nuijten,2004,,1032,,,,
BESTSOFAR,CumulativeJobShop,la24,2,885,Nuijten,2004,,903,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la24,3,884,Nuijten,2004,,898,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la25,2,907,Nuijten,2004,,952,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la25,3,903,Nuijten,2004,,945,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la26,2,1218,Nuijten,2004,,1218,,,,
BESTSOFAR,CumulativeJobShop,la26,3,1218,Nuijten,2004,,1218,,,,
BESTSOFAR,CumulativeJobShop,la27,2,1235,Nuijten,2004,,1235,,,,
BESTSOFAR,CumulativeJobShop,la27,3,1235,Nuijten,2004,,1241,,,,
BESTSOFAR,CumulativeJobShop,la28,2,1216,Nuijten,2004,,1216,,,,
BESTSOFAR,CumulativeJobShop,la28,3,1216,Nuijten,2004,,1216,,,,
BESTSOFAR,CumulativeJobShop,la29,2,1117,Nuijten,2004,,1131,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la29,3,1116,Nuijten,2004,,1130,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la30,2,1355,Nuijten,2004,,1355,,,,
BESTSOFAR,CumulativeJobShop,la30,3,1355,Nuijten,2004,,1355,,,,

BESTSOFAR,CumulativeJobShop,la31,2,1784,Nuijten,2004,,1784,,,,
BESTSOFAR,CumulativeJobShop,la31,3,1784,Nuijten,2004,,1784,,,,
BESTSOFAR,CumulativeJobShop,la32,2,1850,Nuijten,2004,,1850,,,,
BESTSOFAR,CumulativeJobShop,la32,3,1850,Nuijten,2004,,1850,,,,
BESTSOFAR,CumulativeJobShop,la33,2,1719,Nuijten,2004,,1719,,,,
BESTSOFAR,CumulativeJobShop,la33,3,1719,Nuijten,2004,,1719,,,,
BESTSOFAR,CumulativeJobShop,la34,2,1721,Nuijten,2004,,1721,,,,
BESTSOFAR,CumulativeJobShop,la34,3,1721,Nuijten,2004,,1721,,,,
BESTSOFAR,CumulativeJobShop,la35,2,1888,Nuijten,2004,,1888,,,,
BESTSOFAR,CumulativeJobShop,la35,3,1888,Nuijten,2004,,1888,,,,
BESTSOFAR,CumulativeJobShop,la36,2,1229,Nuijten,2004,,1250,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la36,3,1227,Nuijten,2004,,1247,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la37,2,1378,Nuijten,2004,,1416,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la37,3,1370,Nuijten,2004,,1419,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la38,2,1092,Nuijten,2004,,1175,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la38,3,1087,Nuijten,2004,,1168,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la39,2,1221,Nuijten,2004,,1226,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la39,3,1221,Nuijten,2004,,1226,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la40,2,1180,Nuijten,2004,,1205,Godard,2005,,
BESTSOFAR,CumulativeJobShop,la40,3,1176,Nuijten,2004,,1206,Godard,2005,,

BESTSOFAR,CumulativeJobShop,ft06,2,55,Nuijten,2004,,55,,,,
BESTSOFAR,CumulativeJobShop,ft06,3,55,Nuijten,2004,,55,,,,
BESTSOFAR,CumulativeJobShop,ft10,2,837,Nuijten,2004,,891,Godard,2005,,
BESTSOFAR,CumulativeJobShop,ft10,3,828,Nuijten,2004,,879,Godard,2005,,
BESTSOFAR,CumulativeJobShop,ft20,2,1165,Nuijten,2004,,1182,Godard,2005,,
BESTSOFAR,CumulativeJobShop,ft20,3,1165,Nuijten,2004,,1179,Godard,2005,,





