# INSTANCE: InstancesTDTSP/inst_50_6_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0 23993 -1
* 0.01 23837 -1
* 0.01 23750 -1
* 0.03 23748 -1
* 0.07 23739 -1
* 0.18 23652 -1
* 0.3 23646 -1
* 0.31 23641 -1
* 0.31 23458 -1
* 0.32 23453 -1
* 0.34 23447 -1
* 16.68 23433 -1
* 16.7 23337 -1
* 16.74 23334 -1
* 16.75 23328 -1
* 16.83 23142 -1
* 16.84 23129 -1
* 16.88 23105 -1
* 17.51 23097 -1
* 17.6 23012 -1
* 17.61 22923 -1
* 18.08 22899 -1
* 19.17 22867 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 22867
# NUMBER OF BRANCHES: 325003148
# END TIME: 7200
## No TDTSP solution found.
