# INSTANCE: InstancesTDTSP/inst_50_4.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 29.32
* 0.01 26353
* 0.06 26096
* 0.44 26046
* 0.5 25812
* 0.51 25793
* 0.56 25771
* 0.57 25658
* 0.58 25515
* 0.61 25437
* 0.67 25424
* 0.69 25374
* 0.88 25331
* 0.92 25214
* 2.34 25136
* 2.36 25027
* 2.38 24897
* 2.43 24735
* 2.82 24624
* 10.91 24053
* 11.17 24044
* 11.72 23966
* 12.13 23959
* 12.28 23806
* 12.64 23703
* 13.22 23693
* 13.98 23655
* 15.33 23639
* 17.43 23622
* 20.25 23589
* 34.73 23587
* 37.03 23576
* 37.43 23568
* 37.44 23559
* 38.16 23501
* 38.18 23449
* 38.92 23436
* 50.7 23435
* 50.81 23357
* 64.42 23346
* 73 23174
* 73.02 23139
* 73.03 23128
* 74.33 23098
* 74.8 23088
* 75 22999
* 75.33 22995
* 99.04 22969
* 774.31 22968
* 775.02 22949
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 22949
# NUMBER OF BRANCHES: 39470173
# END TIME: 7229.32
## Solution: 
50
120 0
44 318
121 542
63 909
149 1340
146 1699
188 1987
150 2420
229 2806
122 2942
75 3802
71 4420
180 5386
193 5639
176 5911
67 6773
18 7589
194 7909
177 8061
14 8651
12 8913
4 9346
109 10263
223 11773
226 12473
203 12991
204 13246
205 13550
235 13963
201 14463
249 14966
198 15256
197 15610
20 16070
102 16547
89 17141
91 17445
134 17923
100 18423
227 18834
59 19434
135 19654
48 19916
60 20203
61 20595
39 20824
219 21275
251 21869
25 22208
218 22418
# BEST TD SOLUTION: 22949
