# INSTANCE: InstancesTDTSP/NewTWinstances/inst_10_17_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 10
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 0.096
* 0 11578
* 0 9411
* 0.01 9262
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 9262
# NUMBER OF BRANCHES: 3554
# END TIME: 0.158
## Solution: 
10
10 0
9 403
13 1011
207 1840
93 3479
64 4625
122 5759
151 6291
170 7079
186 7690
# BEST TD SOLUTION: 9262
