# INSTANCE: InstancesTDTSP/inst_30_12.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 10.78 18069
* 18.11 18012
* 18.75 17952
* 19.41 17847
* 20.64 17823
* 23.86 17787
* 276.52 17766
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 17766
# NUMBER OF BRANCHES: 2851741
# END TIME: 3600.04
## Solution: 
30
219 0
57 416
60 684
243 1037
37 1446
150 1752
144 2157
146 2399
212 3244
174 3805
182 4258
178 4745
77 5834
130 6095
81 6429
24 7124
63 7433
200 8355
246 9020
10 10395
2 10943
1 11292
15 11816
13 12306
7 12486
223 13557
33 15496
199 16289
103 16683
88 17062
# BEST TD SOLUTION: 17766
