# INSTANCE: InstancesTDTSP/NewTWinstances/inst_10_18_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 10
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 0.12
* 0.001 10674
* 0.001 10002
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 10002
# NUMBER OF BRANCHES: 224
# END TIME: 0.125
## Solution: 
10
133 0
91 876
39 1893
127 2141
43 2378
38 2560
74 3310
241 4211
132 4482
109 6848
# BEST TD SOLUTION: 10002
