# INSTANCE: InstancesTDTSP/inst_20_6_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 4.7 15345
* 7.59 15232
* 7.9 14622
* 1673.89 14567
* 1674.05 14531
* 1675.65 14526
* 1794.57 14303
* 1984.53 14199
* 1985.45 14090
* 1985.76 13948
* 1986.56 13927
* 2782.48 13915
* 2783.33 13894
* 2802.49 13858
* 2803.21 13825
* 2808.26 13815
* 2808.66 13777
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 13777
# NUMBER OF BRANCHES: 7864814
# END TIME: 3600.01
## Solution: 
20
244 0
217 335
254 549
86 712
58 1228
243 1444
46 1670
248 2395
199 3901
98 4773
146 7244
162 7453
145 7993
186 8713
169 9284
113 10454
0 11202
182 12147
84 12770
157 13253
# BEST TD SOLUTION: 13777
