# INSTANCE: InstancesTDTSP/NewTWinstances/inst_10_1_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 10
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.142 7988
* 0.46 7974
* 2.562 7921
* 2.57 7918
* 6.388 7893
* 6.571 7860
* 10.5 7800
* 10.614 7795
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 7795
# NUMBER OF BRANCHES: 234941
# END TIME: 30.743
## Solution: 
10
222 0
240 418
9 1345
190 3096
150 4103
127 4788
32 5516
81 6214
74 6469
132 7180
# BEST TD SOLUTION: 7795
