# INSTANCE: InstancesTDTSP/inst_100_19_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 45.89 54415 -1
* 87.72 54207 -1
* 241.98 54104 -1
* 242 53724 -1
* 242.01 53634 -1
* 242.05 53471 -1
* 242.05 53455 -1
* 242.07 53409 -1
* 242.07 53259 -1
* 242.09 53250 -1
* 242.09 53130 -1
* 242.12 53040 -1
* 242.13 53002 -1
* 242.19 52943 -1
* 242.23 52865 -1
* 242.27 52853 -1
* 242.3 52750 -1
* 242.31 52712 -1
* 242.42 51706 -1
* 242.45 51584 -1
* 242.45 51205 -1
* 242.48 51080 -1
* 242.48 51015 -1
* 242.49 50984 -1
* 242.6 50940 -1
* 242.62 50787 -1
* 242.76 50759 -1
* 242.83 50746 -1
* 242.9 50744 -1
* 242.99 50201 -1
* 243.05 50073 -1
* 243.06 50052 -1
* 243.13 50047 -1
* 243.23 50025 -1
* 243.26 49938 -1
* 243.27 49615 -1
* 243.29 49378 -1
* 243.29 49373 -1
* 243.37 49368 -1
* 243.46 49366 -1
* 254.06 49279 -1
* 254.07 49277 -1
* 258.94 49258 -1
* 258.97 49164 -1
* 258.99 49033 -1
* 259.11 49028 -1
* 259.17 49024 -1
* 259.44 49010 -1
* 259.5 48974 -1
* 259.51 48969 -1
* 259.64 48944 -1
* 259.69 48924 -1
* 259.82 48890 -1
* 260.86 48754 -1
* 267.04 48304 -1
* 267.17 48220 -1
* 267.18 48178 -1
* 267.26 47870 -1
* 267.28 47744 -1
* 267.3 47734 -1
* 267.51 47707 -1
* 267.58 47692 -1
* 267.63 47668 -1
* 267.69 47605 -1
* 267.87 47566 -1
* 268.3 47562 -1
* 268.33 47523 -1
* 268.34 47510 -1
* 268.36 47495 -1
* 268.73 47423 -1
* 268.76 47412 -1
* 268.96 47411 -1
* 269 47398 -1
* 269.09 47358 -1
* 269.1 47252 -1
* 269.11 47229 -1
* 269.27 47193 -1
* 269.52 46774 -1
* 269.57 46703 -1
* 269.59 46676 -1
* 269.6 46619 -1
* 269.62 46603 -1
* 269.71 46506 -1
* 269.72 46488 -1
* 270.35 46443 -1
* 270.53 46306 -1
* 270.54 46264 -1
* 270.59 46242 -1
* 270.61 46241 -1
* 270.62 46174 -1
* 270.65 46169 -1
* 270.69 46022 -1
* 270.7 46000 -1
* 270.71 45993 -1
* 270.75 45838 -1
* 270.76 45602 -1
* 270.77 45581 -1
* 270.8 45495 -1
* 270.87 45485 -1
* 271.14 45406 -1
* 271.16 45370 -1
* 271.27 45104 -1
* 271.39 45087 -1
* 273.38 44765 -1
* 273.39 44640 -1
* 273.4 44473 -1
* 273.65 44463 -1
* 273.66 44439 -1
* 275.73 44429 -1
* 275.75 44162 -1
* 275.83 44154 -1
* 275.86 44124 -1
* 275.87 44115 -1
* 275.91 44104 -1
* 275.91 44087 -1
* 276.02 44082 -1
* 276.03 44054 -1
* 277.16 44049 -1
* 1842.94 44024 -1
* 1843.04 43995 -1
* 1843.09 43963 -1
* 1843.16 43957 -1
* 1843.17 43956 -1
* 1843.17 43943 -1
* 1844.54 43830 -1
* 1844.68 43762 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 43762
# NUMBER OF BRANCHES: 296221565
# END TIME: 7200
## No TDTSP solution found.
