# INSTANCE: InstancesTDTSP/inst_30_20.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 10.47 19039
* 18.09 18982
* 18.72 18922
* 20.97 18901
* 23.45 18800
* 24.36 18783
* 25.54 18718
* 26.56 18602
* 33.21 18562
* 42.35 18484
* 45.35 18435
* 177.23 18402
* 337.34 18386
* 505.92 18381
* 507.17 18364
* 511.2 18089
* 514.56 18014
* 526.22 17964
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 17964
# NUMBER OF BRANCHES: 2933054
# END TIME: 3600.04
## Solution: 
30
212 0
83 485
77 845
70 1206
66 1667
8 2510
115 2784
5 3225
106 4162
15 4818
247 5489
137 6818
138 7426
177 8760
32 10302
47 10784
52 11192
231 11546
49 11887
252 12486
120 12936
22 13479
244 13808
117 14271
102 14567
91 15258
87 15705
99 16047
156 16902
150 17358
# BEST TD SOLUTION: 17964
