# INSTANCE: InstancesTDTSP/inst_30_15_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 19055 -1
* 0.03 17797 -1
* 0.04 17701 -1
* 0.04 17691 -1
* 0.04 17620 -1
* 0.05 17494 -1
* 0.05 17398 -1
* 284.03 17346 -1
* 289.39 17337 -1
* 289.4 17309 -1
* 289.4 17292 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 17292
# NUMBER OF BRANCHES: 141053661
# END TIME: 3600
## No TDTSP solution found.
