# INSTANCE: InstancesTDTSP/inst_30_8_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 0 25083 -1
* 0 21820 -1
* 0 21503 -1
* 0.01 21354 -1
* 0.02 20909 -1
* 0.09 20896 -1
* 0.1 20382 -1
* 27.86 20238 -1
* 27.9 19990 -1
* 27.92 19978 -1
* 27.93 19972 -1
* 28.29 19911 -1
* 28.3 19748 -1
* 28.98 19723 -1
* 28.99 19497 -1
* 28.99 19492 -1
* 29 19473 -1
* 29 19467 -1
* 29 19320 -1
* 29.01 19281 -1
* 29.02 19260 -1
* 29.15 19237 -1
* 29.17 19190 -1
* 31.96 18861 -1
* 31.97 18717 -1
* 31.97 18676 -1
* 32 18629 -1
* 32.05 18614 -1
* 32.07 18597 -1
* 32.09 18574 -1
* 32.18 18567 -1
* 32.19 18555 -1
* 32.19 18536 -1
* 32.38 18530 -1
* 32.44 18417 -1
* 32.45 18312 -1
* 32.46 18308 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY PROVED
# BEST TSP SOLUTION: 18308
# NUMBER OF BRANCHES: 6678705
# END TIME: 205.26
## No TDTSP solution found.
