# INSTANCE: InstancesTDTSP/inst_50_9_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 24.48
* 0.04 26203
* 0.06 25958
* 0.15 25262
* 0.34 25143
* 0.38 25116
* 6.55 24834
* 6.57 24802
* 8.09 24790
* 8.09 24788
* 8.21 24714
* 28.5 24576
* 28.67 24201
* 28.71 24158
* 28.77 24026
* 29.05 23963
* 29.07 23916
* 71.35 23799
* 71.41 23777
* 71.58 23771
* 72.47 23760
* 113.47 23722
* 133.06 23436
* 264.06 23349
* 264.48 23319
* 1091.12 23262
* 1091.35 23171
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 23171
# NUMBER OF BRANCHES: 14941132
# END TIME: 7224.48
## Solution: 
50
36 0
232 463
51 1035
103 1447
199 1977
100 2306
104 2901
105 3463
89 4084
219 5089
92 5598
55 6027
135 6230
42 6848
38 7395
121 7672
65 8006
63 8433
129 9157
79 9531
74 9826
213 10043
208 10304
155 10702
189 10901
151 11401
146 11914
162 12263
190 12895
186 13685
195 13954
11 14233
181 14450
193 14990
176 15206
175 15713
18 16325
194 16593
113 17028
3 17196
137 17839
115 18531
132 19446
226 20119
237 20979
236 21149
215 21505
217 21733
45 22269
61 22734
# BEST TD SOLUTION: 23171
