# INSTANCE: InstancesTDTSP/inst_20_9.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 1.34
* 0 17833
* 0.01 14986
* 0.02 14592
* 0.2 14571
* 0.22 14565
* 0.23 14564
* 0.23 14213
* 0.24 14144
* 0.24 14139
* 0.24 14123
* 0.25 13985
* 548.18 13925
* 569.59 13900
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 13900
# NUMBER OF BRANCHES: 24168349
# END TIME: 2128.5
## Solution: 
20
34 0
129 598
72 1172
70 1621
77 2153
171 2844
195 3391
212 3821
165 4890
137 6824
4 7532
5 8104
110 8380
22 9629
119 10120
218 10479
100 11832
39 12877
49 13155
65 13577
# BEST TD SOLUTION: 13900
