# INSTANCE: InstancesTDTSP/inst_50_19_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.01 31523 -1
* 0.01 29234 -1
* 0.02 28637 -1
* 0.06 28628 -1
* 0.16 28586 -1
* 0.16 28518 -1
* 0.17 28106 -1
* 0.21 28094 -1
* 0.21 27998 -1
* 0.22 27950 -1
* 0.24 27791 -1
* 0.24 27738 -1
* 0.25 27690 -1
* 0.25 27611 -1
* 0.26 27535 -1
* 0.26 27486 -1
* 0.27 27393 -1
* 0.28 27201 -1
* 0.28 27029 -1
* 0.28 27016 -1
* 0.29 26787 -1
* 0.3 26770 -1
* 0.31 26621 -1
* 0.33 26528 -1
* 0.52 26518 -1
* 0.53 26477 -1
* 0.57 26392 -1
* 0.57 26232 -1
* 0.63 26170 -1
* 0.64 26047 -1
* 0.64 25481 -1
* 0.65 25368 -1
* 2.16 25334 -1
* 2.17 25333 -1
* 2.18 25296 -1
* 2.19 25253 -1
* 3.03 25233 -1
* 5.36 25199 -1
* 5.37 25198 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 25198
# NUMBER OF BRANCHES: 274535493
# END TIME: 7200
## No TDTSP solution found.
