# INSTANCE: InstancesTDTSP/inst_50_11.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 32.09
* 0.01 25258
* 0.05 25034
* 0.07 24957
* 0.23 24948
* 0.59 24936
* 1.33 24853
* 2.6 24629
* 2.62 24207
* 2.64 24114
* 2.83 24068
* 2.95 24038
* 3.03 24004
* 12.8 23791
* 12.82 23574
* 14.46 23553
* 16.97 23429
* 20.38 23342
* 20.67 23324
* 28.13 23306
* 28.42 23226
* 28.78 22951
* 3488.84 22948
* 3489.4 22913
* 3490.85 22762
* 3491.2 22692
* 3491.28 22668
* 3577.88 22664
* 3577.93 22658
* 3578.09 22648
* 3583.61 22645
* 3583.89 22628
* 3593.88 22419
* 3593.99 22411
* 3594.32 22384
* 3594.39 22371
* 3594.56 22230
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 22230
# NUMBER OF BRANCHES: 46590380
# END TIME: 7232.09
## Solution: 
50
102 0
93 164
90 291
134 753
91 1175
101 1570
199 2192
35 3045
228 3633
64 4097
135 4611
57 4970
56 6079
230 6445
229 6845
122 7062
127 7363
47 7726
24 8120
54 8548
157 8790
152 9525
150 9988
192 10606
175 11162
173 11734
208 12350
168 12610
183 12810
18 13303
194 13604
15 13953
247 14255
17 14622
239 15086
7 15479
14 15709
114 15872
9 16112
223 17125
78 18053
72 18419
206 18686
205 18898
207 19480
198 20258
29 20621
22 21056
254 21479
252 21813
# BEST TD SOLUTION: 22230
