# INSTANCE: InstancesTDTSP/inst_20_2_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 2.65 15234
* 4.44 15227
* 1288.57 15226
* 1288.85 15223
* 1289.36 15215
* 1290.59 15209
* 1291.29 15010
* 1291.41 14975
* 1292.37 14974
* 1292.89 14910
* 1293.3 14883
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 14883
# NUMBER OF BRANCHES: 9862144
# END TIME: 3600.01
## Solution: 
20
26 0
47 684
43 849
163 1311
147 1798
208 2120
81 2558
232 4159
35 5040
154 7012
67 7734
139 9279
115 9977
110 10395
2 10771
6 10949
247 11750
173 13018
76 13886
235 14151
# BEST TD SOLUTION: 14883
