# INSTANCE: InstancesTDTSP/inst_20_3_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 1.6
* 0 19381
* 0.01 15291
* 0.07 15240
* 0.21 15217
* 0.25 15212
* 0.53 15110
* 1.21 14313
* 5.08 14257
* 5.25 14247
* 5.27 14169
* 5.27 14153
* 7.47 14123
* 7.51 14086
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 14086
# NUMBER OF BRANCHES: 276369
# END TIME: 17.81
## Solution: 
20
199 0
48 804
147 1605
216 2188
200 2552
26 2771
245 3306
29 3727
249 4644
237 5563
204 6629
71 7325
168 7667
177 8887
114 9506
15 10216
17 10712
139 11659
40 12704
242 13098
# BEST TD SOLUTION: 14086
