# INSTANCE: InstancesTDTSP/inst_50_1_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.01 25305 -1
* 0.01 25123 -1
* 0.02 24716 -1
* 0.07 24665 -1
* 0.07 24583 -1
* 0.07 24575 -1
* 0.1 24547 -1
* 0.11 24542 -1
* 2.74 24534 -1
* 2.76 24487 -1
* 2.85 24431 -1
* 3.29 24428 -1
* 3.39 24355 -1
* 3.39 24323 -1
* 4.6 24138 -1
* 4.61 24118 -1
* 4.75 24116 -1
* 4.76 23324 -1
* 4.76 23313 -1
* 4.77 23172 -1
* 4.86 23083 -1
* 4.86 23009 -1
* 4.87 22967 -1
* 4.92 22950 -1
* 5.06 22921 -1
* 7.06 22907 -1
* 5956.34 22868 -1
* 5956.43 22851 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 22851
# NUMBER OF BRANCHES: 343153105
# END TIME: 7200
## No TDTSP solution found.
