# INSTANCE: InstancesTDTSP/inst_20_7_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 1.41
* 0.01 21183
* 0.01 15340
* 0.02 15120
* 0.03 15036
* 0.08 14609
* 0.53 14325
* 0.53 14318
* 1.3 14070
* 1.31 14035
* 26.48 13942
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 13942
# NUMBER OF BRANCHES: 539893
# END TIME: 48.07
## Solution: 
20
88 0
97 401
216 1048
244 1543
122 2269
140 2757
156 3372
150 3941
161 4453
190 5296
145 6110
158 6730
54 7326
210 7986
209 8537
76 8979
222 9460
110 10595
111 11298
181 12479
# BEST TD SOLUTION: 13942
