# INSTANCE: InstancesTDTSP/inst_50_2_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.01 31997 -1
* 0.01 31176 -1
* 0.02 30543 -1
* 0.03 28829 -1
* 0.04 28616 -1
* 0.04 28262 -1
* 0.27 27944 -1
* 0.27 27648 -1
* 0.28 27453 -1
* 0.29 27342 -1
* 0.3 27284 -1
* 0.35 27186 -1
* 0.39 27127 -1
* 0.4 27006 -1
* 0.41 26940 -1
* 0.42 26922 -1
* 0.43 26715 -1
* 0.44 26694 -1
* 0.44 26651 -1
* 0.48 26602 -1
* 0.49 26547 -1
* 0.5 26431 -1
* 0.51 26315 -1
* 0.52 25859 -1
* 0.52 25840 -1
* 0.53 25806 -1
* 0.54 25736 -1
* 0.55 25735 -1
* 0.55 25729 -1
* 0.55 25714 -1
* 0.56 25699 -1
* 0.56 25655 -1
* 0.56 25652 -1
* 0.58 25313 -1
* 0.61 25188 -1
* 0.61 25065 -1
* 0.62 25033 -1
* 0.63 25012 -1
* 0.63 24859 -1
* 0.63 24796 -1
* 0.65 24779 -1
* 0.66 24764 -1
* 0.66 24730 -1
* 0.67 24605 -1
* 0.68 24572 -1
* 0.69 24564 -1
* 0.69 24498 -1
* 0.71 24428 -1
* 2.34 24422 -1
* 2.39 24398 -1
* 2.42 24390 -1
* 2.97 24309 -1
* 3.02 24291 -1
* 3.22 24252 -1
* 4.08 24226 -1
* 11.93 24209 -1
* 12.01 24198 -1
* 12.2 24195 -1
* 12.23 24163 -1
* 479.57 24099 -1
* 479.61 24081 -1
* 482.14 24070 -1
* 652.35 24063 -1
* 652.45 24054 -1
* 653.25 24032 -1
* 653.35 24019 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 24019
# NUMBER OF BRANCHES: 236316532
# END TIME: 7200.01
## No TDTSP solution found.
