# INSTANCE: InstancesTDTSP/inst_20_2_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: CPP_NEXT
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
* 2.82 15444
* 5.07 15157
* 5.21 15156
* 5.47 15024
* 5.97 15023
* 6.51 15014
* 13.58 14893
* 35.6 14794
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 14794
# NUMBER OF BRANCHES: 9522949
# END TIME: 3600.01
## Solution: 
20
26 0
47 634
43 790
147 1218
208 1506
81 1893
235 2419
76 2860
67 3717
173 4516
163 5939
154 6555
139 8606
115 9396
110 9840
2 10241
6 10426
247 11364
35 12989
232 13603
# BEST TD SOLUTION: 14794
