# INSTANCE: InstancesTDTSP/inst_30_10_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 5.99
* 0 18284
* 0.11 18015
* 0.15 17988
* 0.17 17919
* 0.18 17916
* 0.22 17895
* 0.25 17839
* 0.25 17765
* 0.51 17737
* 37.75 17539
* 38.11 17480
* 70.04 17300
* 70.08 17262
* 70.24 17179
* 70.3 17076
* 70.36 16957
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 16957
# NUMBER OF BRANCHES: 4937062
# END TIME: 999.04
## Solution: 
30
56 0
64 460
50 1109
232 1648
243 2167
38 2527
121 2827
39 3495
42 3928
123 4312
19 4795
92 5204
135 5634
57 6062
90 6835
252 7762
30 8320
72 9079
79 9651
170 10255
181 10877
172 11382
190 12208
184 12913
239 13441
250 13945
244 14990
21 15144
198 15721
26 16181
# BEST TD SOLUTION: 16957
