# INSTANCE: InstancesTDTSP/NewTWinstances/inst_10_2_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 10
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 0.126
* 0.001 9040
* 0.006 8008
* 0.011 7726
* 0.018 7212
* 0.023 6759
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 6759
# NUMBER OF BRANCHES: 1854
# END TIME: 0.151
## Solution: 
10
68 0
10 482
201 1295
22 1788
60 2582
164 3508
158 4393
71 5061
81 5470
70 6015
# BEST TD SOLUTION: 6759
