# INSTANCE: InstancesTDTSP/inst_50_11_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0 27346 -1
* 0.01 27099 -1
* 0.01 26816 -1
* 0.1 26742 -1
* 0.12 26254 -1
* 0.12 26251 -1
* 0.14 26232 -1
* 0.15 26207 -1
* 1.77 26152 -1
* 1.78 26054 -1
* 1.78 25893 -1
* 1.99 25840 -1
* 2.04 25834 -1
* 2.06 25602 -1
* 2.06 25536 -1
* 2.07 25516 -1
* 2.09 25508 -1
* 2.09 25355 -1
* 2.1 25333 -1
* 2.1 25328 -1
* 2.11 25316 -1
* 2.11 25255 -1
* 2.32 25246 -1
* 2.33 25197 -1
* 2.35 25170 -1
* 2.36 25108 -1
* 2.47 24981 -1
* 2.48 24880 -1
* 2.5 24821 -1
* 2.54 24745 -1
* 2.55 24678 -1
* 2.59 24653 -1
* 2.72 24624 -1
* 3.07 24612 -1
* 5.1 24588 -1
* 7.76 24587 -1
* 7.77 24577 -1
* 7.77 24550 -1
* 7.8 24541 -1
* 8.24 24525 -1
* 8.37 24500 -1
* 8.39 24488 -1
* 2373.57 24477 -1
* 2376.05 24470 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 24470
# NUMBER OF BRANCHES: 255956112
# END TIME: 7200.01
## No TDTSP solution found.
