# INSTANCE: InstancesTDTSP/inst_50_15_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 23.78
* 0.01 24535
* 0.02 24173
* 0.05 23758
* 0.44 23692
* 11.23 23569
* 11.33 23558
* 17.47 23446
* 17.75 23407
* 17.76 23401
* 18.23 23394
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 23394
# NUMBER OF BRANCHES: 14737920
# END TIME: 7223.78
## Solution: 
50
227 0
133 536
55 977
135 1094
57 1411
125 1837
58 2296
242 2645
243 2874
49 3220
43 3652
47 3989
126 4197
121 4453
149 4927
71 5661
214 6089
85 6448
70 6866
211 7259
132 7620
118 8349
218 8559
220 8976
251 9241
116 9776
45 10360
219 10681
56 11215
152 11808
150 12115
170 12850
183 13245
172 13693
182 14059
181 14429
175 14698
194 15410
7 15985
2 16387
0 16955
106 17384
108 17818
8 18222
9 18415
207 19476
94 20668
134 21380
96 22145
100 22749
# BEST TD SOLUTION: 23394
