# INSTANCE: InstancesTDTSP/inst_50_13_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 25.22
* 0.01 27359
* 0.02 27322
* 0.07 26871
* 0.2 26604
* 0.49 26413
* 1.02 26326
* 1.04 26323
* 1.05 26259
* 1.13 26233
* 1.2 26089
* 1.23 25779
* 1.27 24991
* 1.41 24833
* 1.44 24569
* 1.58 24451
* 1.59 24393
* 1.6 24313
* 42.16 24272
* 42.17 24264
* 42.27 24261
* 54.39 24238
* 54.65 24235
* 99.41 24104
* 99.62 24095
* 123.55 24093
* 123.58 23867
* 125.48 23861
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 23861
# NUMBER OF BRANCHES: 49997878
# END TIME: 7225.22
## Solution: 
50
193 0
71 657
81 842
157 1132
166 1340
161 1741
144 2263
191 2714
43 3102
61 3563
230 3654
243 3836
52 4564
44 5038
254 5514
116 5638
30 6179
218 6418
119 7043
118 7582
27 8027
235 8725
72 9087
78 9274
76 9732
211 9996
68 10611
222 10997
226 11458
223 12412
9 13300
2 13596
3 14068
247 14530
96 15879
104 16504
87 16750
97 17235
134 17568
89 18040
102 18646
93 18826
99 19338
124 19757
36 20135
228 20684
35 21084
103 21526
219 22469
79 23300
# BEST TD SOLUTION: 23861
