# INSTANCE: InstancesTDTSP/inst_30_3.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 6.35
* 0 17849
* 0 17840
* 0.02 17636
* 0.24 17513
* 0.57 17368
* 0.58 17337
* 3.5 17290
* 3.51 17256
* 6.18 17224
* 6.25 17142
* 50.42 17121
* 51.68 17089
* 51.71 17079
* 52 17014
* 52.03 16934
* 52.07 16885
* 52.1 16856
* 52.28 16850
* 52.5 16814
* 55.69 16697
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 16697
# NUMBER OF BRANCHES: 42935234
# END TIME: 3606.35
## Solution: 
30
66 0
223 817
68 1564
207 2124
203 2957
22 3973
216 4423
120 4947
47 5372
140 5912
151 6299
142 6707
164 7001
152 7590
229 8180
39 8572
92 9493
90 10091
87 10725
96 11587
29 12613
252 13021
191 13544
54 13869
77 14198
186 14760
18 15428
13 15855
112 16039
16 16190
# BEST TD SOLUTION: 16697
