# INSTANCE: InstancesTDTSP/inst_100_18_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 0.02 45884 -1
* 0.02 45695 -1
* 0.05 45652 -1
* 0.19 45619 -1
* 0.19 45243 -1
* 0.2 45193 -1
* 0.2 45192 -1
* 0.22 44933 -1
* 0.24 44865 -1
* 0.25 44818 -1
* 0.26 44624 -1
* 0.35 44619 -1
* 0.35 44618 -1
* 0.36 44567 -1
* 0.4 44551 -1
* 0.44 44538 -1
* 0.45 44445 -1
* 0.55 44414 -1
* 0.57 44398 -1
* 0.58 44396 -1
* 0.59 44377 -1
* 0.75 44197 -1
* 0.76 44178 -1
* 0.77 44108 -1
* 0.78 43805 -1
* 0.79 43781 -1
* 0.81 43770 -1
* 0.84 43693 -1
* 0.84 43610 -1
* 0.86 43595 -1
* 0.86 43563 -1
* 1215.1 43539 -1
* 1215.12 43500 -1
* 1215.37 43474 -1
* 1215.42 43440 -1
* 1215.44 43402 -1
* 1215.53 43372 -1
* 1215.65 43349 -1
* 1215.66 43326 -1
* 1215.77 43301 -1
* 1215.77 43172 -1
* 1216.61 43165 -1
* 1216.66 43164 -1
* 1216.85 43109 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 43109
# NUMBER OF BRANCHES: 257930128
# END TIME: 7200.01
## No TDTSP solution found.
