# INSTANCE: InstancesTDTSP/inst_100_15_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TSP MEDIAN NOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
* 1421.35 54220 -1
* 3545.28 54071 -1
* 3545.31 54064 -1
* 3545.32 54049 -1
* 3545.32 54006 -1
* 3545.34 53408 -1
* 3545.35 53366 -1
* 3545.35 53299 -1
* 3545.35 53235 -1
* 3545.36 53048 -1
* 3545.44 53043 -1
* 3545.45 53016 -1
* 3545.45 52984 -1
* 3545.46 52750 -1
* 3545.47 52700 -1
* 3545.47 52569 -1
* 3545.48 52562 -1
* 3545.51 52190 -1
* 3545.61 51962 -1
* 3545.63 51806 -1
* 3545.64 51803 -1
* 3545.65 51671 -1
* 3545.65 51651 -1
* 3545.67 51620 -1
* 3545.7 51421 -1
* 3545.71 50588 -1
* 3545.71 50228 -1
* 3545.71 50160 -1
* 3545.71 50098 -1
* 3545.73 48875 -1
* 3545.74 48621 -1
* 3545.77 48471 -1
* 3545.8 48212 -1
* 3545.8 48016 -1
* 3545.84 47787 -1
* 3545.84 47611 -1
* 3545.87 47574 -1
* 3545.87 46811 -1
* 3545.89 46701 -1
* 3545.91 46681 -1
* 3545.92 46535 -1
* 3545.92 46529 -1
* 3545.94 46495 -1
* 3545.96 46458 -1
* 3545.96 46443 -1
* 3545.98 46401 -1
* 3545.99 46223 -1
* 3545.99 46165 -1
* 3545.99 46143 -1
* 3545.99 46128 -1
* 3546 46070 -1
* 3546.01 45909 -1
* 3546.04 45892 -1
* 3546.05 45783 -1
* 3546.07 45763 -1
* 3546.07 45757 -1
* 3546.08 45678 -1
* 3546.09 45598 -1
* 3546.14 45536 -1
* 3546.14 45507 -1
* 3546.22 45498 -1
* 3546.26 45490 -1
* 3547.46 45484 -1
* 3547.49 45464 -1
* 3547.51 45462 -1
* 3547.57 45441 -1
* 3547.7 45421 -1
* 3547.74 45401 -1
* 3555.77 44257 -1
* 3555.78 44199 -1
* 3555.79 44163 -1
* 3555.79 44153 -1
* 3555.9 44140 -1
* 3556.11 44121 -1
* 3556.37 44054 -1
* 3556.51 43985 -1
* 3556.51 43979 -1
* 3556.52 43977 -1
* 3556.52 43946 -1
* 3556.53 43938 -1
* 3556.55 43919 -1
* 3556.67 43888 -1
* 3557.2 43861 -1
* 3557.23 43833 -1
* 3557.26 43786 -1
* 3557.28 43773 -1
* 3558.91 43747 -1
* 3558.92 43714 -1
* 3558.97 43418 -1
* 3559.01 43390 -1
* 3559.16 43355 -1
* 3568.23 43342 -1
* 3568.24 43328 -1
* 3568.25 43296 -1
* 3568.27 43277 -1
* 3568.29 43275 -1
* 3568.35 43273 -1
* 3568.42 43250 -1
* 3568.44 43216 -1
* 3932.43 43114 -1
* 3932.49 43062 -1
* 3932.52 43060 -1
* 3932.76 43039 -1
* 3963.04 43003 -1
* 3963.05 43000 -1
* 3963.06 42996 -1
* 3963.07 42989 -1
* 3963.08 42981 -1
* 3963.11 42867 -1
* 3963.11 42864 -1
* 4648.41 42844 -1
* 4648.8 42841 -1
* 5577.95 42826 -1
# TSP SOLUTION FOUND
# TSP OPTIMALITY NOT PROVED
# BEST TSP SOLUTION: 42826
# NUMBER OF BRANCHES: 313235256
# END TIME: 7200.01
## No TDTSP solution found.
