# INSTANCE: InstancesTDTSP/inst_30_14.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 5.25
* 0.01 19190
* 0.03 19132
* 4.49 19117
* 4.5 19064
* 4.51 19018
* 4.53 18908
* 4.53 18895
* 4.57 18880
* 4.58 18808
* 4.69 18746
* 4.7 18577
* 4.73 18538
* 11.25 18533
* 328.36 18516
* 328.48 18509
* 376.45 18484
* 624.18 18455
* 630.24 18447
* 630.3 18424
* 630.34 18370
* 631.82 18333
* 643.44 18327
* 643.49 18308
* 643.54 18282
* 700.23 18250
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 18250
# NUMBER OF BRANCHES: 49444951
# END TIME: 3605.25
## Solution: 
30
62 0
48 420
60 722
142 1310
160 1513
46 2090
157 2584
32 2881
166 3048
145 3656
174 4469
130 5308
80 5615
70 6125
206 6685
240 7327
5 8504
239 9218
109 10173
96 11796
197 12854
196 13260
198 13846
249 14104
207 14894
25 15785
120 16205
220 16536
90 16994
228 17736
# BEST TD SOLUTION: 18250
