# EXTRACTION TIME: 0.121
* 0.001 1174
* 0.007 1112
* 0.096 1107
* 0.115 1099
* 0.132 1056
* 0.148 1018
* 0.161 1009
* 0.17 1003
* 5.435 1002
* 5.99 998
* 6.337 988
* 6.341 978
* 6.347 976
* 11.882 968
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 968
# NUMBER OF BRANCHES: 407818
# END TIME: 26.184
## Solution: 
25
0 0
14 225
3 258
9 286
16 305
19 338
21 368
10 440
11 510
23 536
6 559
17 605
15 629
4 652
13 671
5 687
18 707
12 726
25 743
1 760
2 776
8 785
20 803
24 823
7 849
22 880
# BEST TD SOLUTION: 968
